"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Jonny Lang","Kate","F","0","Harrell","246.04689","paid","Lansing-East Lansing, MI","944","Give Me Up Again","97"
"Enrique Iglesias","Avery","F","54","Martinez","217.99138","paid","Atlanta-Sandy Springs-Roswell, GA","140","DÃÂ­melo","82"
"Eddie Vedder","Zachary","M","1","Thomas","236.30322","free","New York-Newark-Jersey City, NY-NJ-PA","819","Society","19"
"Billy Bragg","Kate","F","1","Harrell","153.44281","paid","Lansing-East Lansing, MI","944","To Have And To Have Not","97"
"Atreyu","Kate","F","2","Harrell","239.20281","paid","Lansing-East Lansing, MI","944","This Flesh A Tomb (Album Version)","97"
"Race Car Riot","Kate","F","3","Harrell","257.30567","paid","Lansing-East Lansing, MI","944","The Last In 4000","97"
"Sam Cooke","Kate","F","4","Harrell","122.04363","paid","Lansing-East Lansing, MI","944","Ain't Misbehavin","97"
"Timbaland / Attitude / Keri Hilson","Kate","F","5","Harrell","274.85995","paid","Lansing-East Lansing, MI","944","Hello","97"
"Taylor Swift","Kate","F","6","Harrell","233.89995","paid","Lansing-East Lansing, MI","944","Love Story","97"
"TV On The Radio","Kate","F","7","Harrell","338.36363","paid","Lansing-East Lansing, MI","944","Heroes","97"
"Jowell & Randy","Kate","F","8","Harrell","238.91546","paid","Lansing-East Lansing, MI","944","Velandote","97"
"Luiz Bonfa / Oscar Castro Neves / Lalo Schifrin","Kate","F","9","Harrell","202.29179","paid","Lansing-East Lansing, MI","944","Bossa Nova Cha Cha","97"
"Junior Vasquez","Kate","F","10","Harrell","406.12526","paid","Lansing-East Lansing, MI","944","Get Your Hands Off My Man (Nush Chocolate Factory Mix)","97"
"Peter Case","Kate","F","11","Harrell","272.24771","paid","Lansing-East Lansing, MI","944","Two Angels","97"
"Metric","Kate","F","12","Harrell","286.24934","paid","Lansing-East Lansing, MI","944","Help I'm Alive","97"
"Eminem","Kate","F","13","Harrell","237.40036","paid","Lansing-East Lansing, MI","944","Medicine Ball","97"
"Zero 7","Kate","F","14","Harrell","380.26404","paid","Lansing-East Lansing, MI","944","All Of Us","97"
"Akon","Kate","F","15","Harrell","260.8322","paid","Lansing-East Lansing, MI","944","Keep You Much Longer","97"
"Local Natives","Kate","F","16","Harrell","266.05669","paid","Lansing-East Lansing, MI","944","Wide Eyes","97"
"Erykah Badu","Kate","F","17","Harrell","286.9024","paid","Lansing-East Lansing, MI","944","Back In The Day","97"
"Magnet","Kate","F","18","Harrell","216.45016","paid","Lansing-East Lansing, MI","944","Where Happiness Lives","97"
"Escape The Fate","Kate","F","21","Harrell","217.28608","paid","Lansing-East Lansing, MI","944","Something","97"
"Modjo","Kate","F","22","Harrell","305.44934","paid","Lansing-East Lansing, MI","944","Lady (Hear Me Tonight)","97"
"Ron Carter","Kate","F","23","Harrell","497.13587","paid","Lansing-East Lansing, MI","944","I CAN'T GET STARTED","97"
"Four Day Hombre","Kate","F","24","Harrell","332.5122","paid","Lansing-East Lansing, MI","944","Inertia","97"
"Michael Franks","Katherine","F","0","Gay","282.01751","free","San Antonio-New Braunfels, TX","321","Rainy Night In Tokyo (Remastered LP Version)","57"
"Missy Elliott","Kate","F","25","Harrell","246.17751","paid","Lansing-East Lansing, MI","944","The Rain  [Supa Dupa Fly]  (LP Version)","97"
"Hombres G","Kate","F","26","Harrell","296.30649","paid","Lansing-East Lansing, MI","944","Que soy yo para ti (Radio edit)","97"
"Flo Rida","Kate","F","27","Harrell","230.05995","paid","Lansing-East Lansing, MI","944","Elevator [Feat. Timbaland] (Album Version)","97"
"Another Sunny Day","Kate","F","28","Harrell","173.21751","paid","Lansing-East Lansing, MI","944","Rio","97"
"Sikth","Kate","F","30","Harrell","250.53995","paid","Lansing-East Lansing, MI","944","Peep Show","97"
"The Funky Lowlives","Anabelle","F","1","Simpson","280.34567","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1019","Sail Into the Sun","69"
"They Might Be Giants","Kate","F","31","Harrell","116.45342","paid","Lansing-East Lansing, MI","944","Particle Man (LP Version)","97"
"Lily Allen","Anabelle","F","2","Simpson","195.23873","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1019","Cheryl Tweedy","69"
"Micachu","Kate","F","32","Harrell","52.74077","paid","Lansing-East Lansing, MI","944","Sweetheart","97"
"Light Of The World","Kate","F","33","Harrell","207.0722","paid","Lansing-East Lansing, MI","944","Midnight Groovin' (7"" Version) (2006 Digital Remaster)","97"
"Dan the Automator_ Del The Funky Homosapien_ Kid Koala","Anabelle","F","3","Simpson","246.69995","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1019","Battle Song","69"
"MC Hammer","Kate","F","34","Harrell","238.88934","paid","Lansing-East Lansing, MI","944","Addams Groove","97"
"La Polla Records","Anabelle","F","4","Simpson","190.77179","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1019","Eutanasia","69"
"Coldplay","Kate","F","35","Harrell","294.1122","paid","Lansing-East Lansing, MI","944","Fix You","97"
"Coldplay","Kate","F","36","Harrell","368.09098","paid","Lansing-East Lansing, MI","944","Fix You (Live)","97"
"The Strokes","Kate","F","37","Harrell","196.28363","paid","Lansing-East Lansing, MI","944","Juicebox","97"
"Fall Out Boy","Devin","M","1","Larson","180.40118","free","Tampa-St. Petersburg-Clearwater, FL","875","Dance_ Dance","60"
"Bright Eyes","Kate","F","38","Harrell","224.80934","paid","Lansing-East Lansing, MI","944","At The Bottom Of Everything","97"
"BeyoncÃÂ©","Kate","F","39","Harrell","227.65669","paid","Lansing-East Lansing, MI","944","Irreplaceable","97"
"Big D and The Kids Table","Kate","F","40","Harrell","184.842","paid","Lansing-East Lansing, MI","944","Shining On (feat. Scott Grella) (Grella's Techno Remix)","97"
"Iron Maiden","Bronson","M","1","Harris","409.5473","free","Eugene, OR","941","Ghost Of The Navigator","33"
"Nada Surf","Cecilia","F","0","Owens","298.44853","free","Atlanta-Sandy Springs-Roswell, GA","948","Comes A Time","6"
"Toto","Cecilia","F","1","Owens","411.19302","free","Atlanta-Sandy Springs-Roswell, GA","948","Home Of The Brave","6"
"Relient K","Ayla","F","0","Johnson","240.92689","free","Santa Rosa, CA","949","I So Hate Consequences (Album Version)","63"
"Silverchair","Kynnedi","F","0","Sanchez","242.96444","free","Cedar Rapids, IA","927","The Greatest View (Album Version)","89"
"Morcheeba","Makinley","F","0","Jones","347.71546","free","Chicago-Naperville-Elgin, IL-IN-WI","881","The Sea","17"
"Alliance Ethnik","Kynnedi","F","1","Sanchez","195.94404","free","Cedar Rapids, IA","927","SinceritÃÂ© Et Jalousie","89"
"The Notorious B.I.G.","Makinley","F","1","Jones","223.73832","free","Chicago-Naperville-Elgin, IL-IN-WI","881","Unbelievable (Amended Version)","17"
"No Doubt / Bounty Killer","Cierra","F","1","Finley","206.65424","free","Richmond, VA","810","Hey Baby","96"
"Cut Copy","Cierra","F","2","Finley","299.44118","free","Richmond, VA","810","Lights & Music","96"
"The Black Keys","Lily","F","1","Burns","211.01669","free","New York-Newark-Jersey City, NY-NJ-PA","1002","Tighten Up","32"
"Eagles","Tegan","F","0","Levine","181.86404","paid","Portland-South Portland, ME","1004","Earlybird (LP Version)","80"
"Derek Webb","Jacqueline","F","0","Lynch","166.19057","paid","Atlanta-Sandy Springs-Roswell, GA","963","Please_ Before I Go","29"
"The Agony Scene","Cierra","F","3","Finley","175.85587","free","Richmond, VA","810","Screams Turn To Silence (Album Version)","96"
"Moving Mountains","Jacqueline","F","1","Lynch","513.07057","paid","Atlanta-Sandy Springs-Roswell, GA","963","8105","29"
"Switchblade Symphony","Tegan","F","1","Levine","248.34567","paid","Portland-South Portland, ME","1004","Dollhouse","80"
"Mr Sam ft. Kirsty Hawkshaw","Tegan","F","2","Levine","487.99302","paid","Portland-South Portland, ME","1004","Insight","80"
"The Temper Trap","Jacqueline","F","2","Lynch","192.67873","paid","Atlanta-Sandy Springs-Roswell, GA","963","Fader","29"
"The B-52's","Jacqueline","F","3","Lynch","321.54077","paid","Atlanta-Sandy Springs-Roswell, GA","963","Love Shack","29"
"Angus & Julia Stone","Tegan","F","3","Levine","262.42567","paid","Portland-South Portland, ME","1004","Jewels And Gold","80"
"Harmonia","Tegan","F","4","Levine","655.77751","paid","Portland-South Portland, ME","1004","Sehr kosmisch","80"
"Spinal Tap","Jacqueline","F","4","Lynch","135.78404","paid","Atlanta-Sandy Springs-Roswell, GA","963","Jazz Oddyssey III","29"
"Peter Sellers","Jordan","F","0","Hicks","142.39302","free","Salinas, CA","1000","She Loves You","37"
"Kings Of Convenience","Jacqueline","F","5","Lynch","188.44689","paid","Atlanta-Sandy Springs-Roswell, GA","963","Me In You","29"
"Hellhammer","Jordan","F","1","Hicks","241.71057","free","Salinas, CA","1000","Maniac","37"
"Five Iron Frenzy","Jacqueline","F","6","Lynch","236.09424","paid","Atlanta-Sandy Springs-Roswell, GA","963","Canada","29"
"Elbow","Jacqueline","F","7","Lynch","221.85751","paid","Atlanta-Sandy Springs-Roswell, GA","963","Grounds For Divorce","29"
"Kreator","Emily","F","0","Benson","294.53016","paid","Augusta-Richmond County, GA-SC","1013","Riot Of Violence","58"
"Slightly Stoopid","Tegan","F","5","Levine","145.76281","paid","Portland-South Portland, ME","1004","Anti Socialistic","80"
"Pavement","Jacqueline","F","8","Lynch","149.83791","paid","Atlanta-Sandy Springs-Roswell, GA","963","Heaven Is A Truck","29"
"Ryan Bingham","Tegan","F","6","Levine","123.11465","paid","Portland-South Portland, ME","1004","Boracho Station","80"
"The Swell Season","Emily","F","1","Benson","201.82159","paid","Augusta-Richmond County, GA-SC","1013","Paper Cup","58"
"Shakira","Tegan","F","7","Levine","192.70485","paid","Portland-South Portland, ME","1004","Did it Again","80"
"PJ Harvey","Jacqueline","F","10","Lynch","227.5522","paid","Atlanta-Sandy Springs-Roswell, GA","963","This Is Love","29"
"Gibonni","Emily","F","2","Benson","379.68934","paid","Augusta-Richmond County, GA-SC","1013","OVO MI JE `KOLA","58"
"Lifehouse","Tegan","F","8","Levine","181.26322","paid","Portland-South Portland, ME","1004","From Where You Are","80"
"Joe Vasconcellos","Jacqueline","F","11","Lynch","262.5824","paid","Atlanta-Sandy Springs-Roswell, GA","963","Las seis","29"
"Juanes","Tegan","F","9","Levine","266.50077","paid","Portland-South Portland, ME","1004","Tu Y Yo","80"
"Rage Against The Machine","Jacqueline","F","12","Lynch","338.46812","paid","Atlanta-Sandy Springs-Roswell, GA","963","The Ghost Of Tom Joad","29"
"Extremoduro","Tegan","F","11","Levine","281.3122","paid","Portland-South Portland, ME","1004","Cerca del suelo","80"
"Eric Church","Theodore","M","0","Harris","229.56363","free","Red Bluff, CA","929","How 'Bout You","14"
"The Decemberists","Lily","F","1","Burns","248.55465","free","New York-Newark-Jersey City, NY-NJ-PA","1032","Billy Liar","32"
"Coldplay","Tegan","F","12","Levine","237.45261","paid","Portland-South Portland, ME","1004","42","80"
"Talkdemonic","Theodore","M","1","Harris","129.85424","free","Red Bluff, CA","929","Mountaintops In Caves","14"
"Gary Allan","Theodore","M","2","Harris","244.34893","free","Red Bluff, CA","929","Best I Ever Had","14"
"Buju Banton","Tegan","F","13","Levine","247.19628","paid","Portland-South Portland, ME","1004","My Woman Now","80"
"Thirteen Senses","Tegan","F","14","Levine","218.5922","paid","Portland-South Portland, ME","1004","Into The Fire","80"
"B.o.B","Tegan","F","15","Levine","269.63546","paid","Portland-South Portland, ME","1004","Nothin' On You [feat. Bruno Mars] (Album Version)","80"
"Angels Of Light & Akron/Family","Ryan","M","0","Smith","150.33424","free","San Jose-Sunnyvale-Santa Clara, CA","991","Awake","26"
"Daddy Yankee","Chloe","F","4","Cuevas","218.20036","paid","San Francisco-Oakland-Hayward, CA","1023","Que Tengo Que Hacer","49"
"Simian Mobile Disco","Chloe","F","5","Cuevas","198.53016","paid","San Francisco-Oakland-Hayward, CA","1023","I Believe","49"
"Arctic Monkeys","Chloe","F","6","Cuevas","193.43628","paid","San Francisco-Oakland-Hayward, CA","1023","From The Ritz To The Rubble","49"
"Plain White T's","Chloe","F","8","Cuevas","232.202","paid","San Francisco-Oakland-Hayward, CA","1023","Hey There Delilah","49"
"The Dead Weather","Chloe","F","9","Cuevas","216.92036","paid","San Francisco-Oakland-Hayward, CA","1023","Hang You From The Heavens","49"
"Temple Of The Dog","Layla","F","2","Griffin","243.9571","paid","Lake Havasu City-Kingman, AZ","984","Hunger Strike","24"
"Port O'Brien","Mohammad","M","0","Rodriguez","339.06893","paid","Sacramento--Roseville--Arden-Arcade, CA","999","Close The Lid","88"
"E.s.t.","Layla","F","3","Griffin","103.65342","paid","Lake Havasu City-Kingman, AZ","984","Ajar","24"
"Discovery","Layla","F","4","Griffin","153.83465","paid","Lake Havasu City-Kingman, AZ","984","Its Not My Fault (Its My Fault)","24"
"Jack's Mannequin","Layla","F","5","Griffin","251.92444","paid","Lake Havasu City-Kingman, AZ","984","Dark Blue (Album Version)","24"
"Fisher","Mohammad","M","2","Rodriguez","133.98159","paid","Sacramento--Roseville--Arden-Arcade, CA","999","Rianna","88"
"Cat Stevens","Mohammad","M","3","Rodriguez","200.202","paid","Sacramento--Roseville--Arden-Arcade, CA","999","Wild World","88"
"Musiq / Ayana","Layla","F","6","Griffin","286.37995","paid","Lake Havasu City-Kingman, AZ","984","Girl Next Door","24"
"Zee Avi","Mohammad","M","4","Rodriguez","162.61179","paid","Sacramento--Roseville--Arden-Arcade, CA","999","Darling","88"
"McGuinn_ Clark & Hillman","Layla","F","7","Griffin","256.9922","paid","Lake Havasu City-Kingman, AZ","984","Little Mama","24"
"Band Of Horses","Mohammad","M","5","Rodriguez","321.14893","paid","Sacramento--Roseville--Arden-Arcade, CA","999","The Funeral (Album Version)","88"
"Dead Kennedys","Layla","F","8","Griffin","216.842","paid","Lake Havasu City-Kingman, AZ","984","Halloween","24"
"Deftones","Mohammad","M","6","Rodriguez","268.01587","paid","Sacramento--Roseville--Arden-Arcade, CA","999","Rx Queen (LP Version)","88"
"Eric Clapton","Layla","F","9","Griffin","279.95383","paid","Lake Havasu City-Kingman, AZ","984","Smile","24"
"Katy Perry","Mohammad","M","7","Rodriguez","179.40853","paid","Sacramento--Roseville--Arden-Arcade, CA","999","I Kissed A Girl","88"
"Bebo Norman","Layla","F","10","Griffin","178.65098","paid","Lake Havasu City-Kingman, AZ","984","Perhaps She'll Wait","24"
"Dwight Yoakam","Mohammad","M","8","Rodriguez","227.05587","paid","Sacramento--Roseville--Arden-Arcade, CA","999","Listen (LP Version)","88"
"Four Tet","Layla","F","11","Griffin","101.69424","paid","Lake Havasu City-Kingman, AZ","984","Harmony One","24"
"THERION","Layla","F","12","Griffin","293.45914","paid","Lake Havasu City-Kingman, AZ","984","The Khlysti Evangelist","24"
"Shakira","Layla","F","13","Griffin","232.25424","paid","Lake Havasu City-Kingman, AZ","984","Donde Estas Corazon","24"
"Luke Bryan","Layla","F","14","Griffin","242.36363","paid","Lake Havasu City-Kingman, AZ","984","All My Friends Say","24"
"Miike Snow","Layla","F","15","Griffin","263.88853","paid","Lake Havasu City-Kingman, AZ","984","Animal","24"
"Iyaz","Layla","F","16","Griffin","181.9424","paid","Lake Havasu City-Kingman, AZ","984","Replay","24"
"Slightly Stoopid","Layla","F","17","Griffin","243.46077","paid","Lake Havasu City-Kingman, AZ","984","Officer","24"
"Pulp","Layla","F","18","Griffin","270.75873","paid","Lake Havasu City-Kingman, AZ","984","Mile End","24"
"Sting","Layla","F","19","Griffin","360.85506","paid","Lake Havasu City-Kingman, AZ","984","When We Dance","24"
"Portishead","Layla","F","20","Griffin","347.76771","paid","Lake Havasu City-Kingman, AZ","984","Threads","24"
"Cliff Richard & The Shadows","Layla","F","21","Griffin","130.45506","paid","Lake Havasu City-Kingman, AZ","984","Nine Times Out Of Ten (1998 Digital Remaster)","24"
"Regina Spektor","Layla","F","23","Griffin","188.36853","paid","Lake Havasu City-Kingman, AZ","984","Ghost Of Corporate Future [Live in California 2006]","24"
"Built To Spill","Layla","F","24","Griffin","390.26893","paid","Lake Havasu City-Kingman, AZ","984","Good Ol' Boredom","24"
"Esperanza Spalding","Layla","F","25","Griffin","306.83383","paid","Lake Havasu City-Kingman, AZ","984","Loro","24"
"Trey Songz","Ava","F","0","Robinson","223.97342","free","London, KY","908","Brand New","13"
"Justin Timberlake","Layla","F","26","Griffin","267.25832","paid","Lake Havasu City-Kingman, AZ","984","Rock Your Body","24"
"Tub Ring","Ava","F","1","Robinson","233.69098","free","London, KY","908","Invalid","13"
"Shinedown","Layla","F","27","Griffin","200.07138","paid","Lake Havasu City-Kingman, AZ","984","Cry For Help (Album Version)","24"
"Annuals","Layla","F","28","Griffin","348.15955","paid","Lake Havasu City-Kingman, AZ","984","Complete_ Or Completing","24"
"Joshua Radin","Layla","F","29","Griffin","160.44363","paid","Lake Havasu City-Kingman, AZ","984","Everything'll Be Alright (Will's Lullaby)","24"
"Il Divo","Layla","F","30","Griffin","227.42159","paid","Lake Havasu City-Kingman, AZ","984","The Winner Takes It All (Va Todo Al Ganador)","24"
"Jesse Cook","Layla","F","31","Griffin","214.83057","paid","Lake Havasu City-Kingman, AZ","984","Olodum","24"
"The All-American Rejects","Jacob","M","1","Klein","194.55955","paid","Tampa-St. Petersburg-Clearwater, FL","954","Dirty Little Secret","73"
"Edward Sharpe & The Magnetic Zeros","Layla","F","32","Griffin","306.31138","paid","Lake Havasu City-Kingman, AZ","984","Home","24"
"Rhapsody","Jacob","M","2","Klein","555.91138","paid","Tampa-St. Petersburg-Clearwater, FL","954","The Mighty Ride Of The Firelord","73"
"Hollywood Undead","Layla","F","33","Griffin","161.25342","paid","Lake Havasu City-Kingman, AZ","984","Pain","24"
"Helloween","Layla","F","34","Griffin","345.36444","paid","Lake Havasu City-Kingman, AZ","984","Back Against The Wall","24"
"Rosi Golan","Jacob","M","3","Klein","189.3873","paid","Tampa-St. Petersburg-Clearwater, FL","954","Think of Me","73"
"Usher Featuring Kelis","Layla","F","35","Griffin","269.40036","paid","Lake Havasu City-Kingman, AZ","984","U Don't Have To Call","24"
"Timbaland / Justin Timberlake / Nelly Furtado","Lily","F","1","Burns","235.2322","free","New York-Newark-Jersey City, NY-NJ-PA","1036","Give It To Me","32"
"Eminem / Dr. Dre / 50 Cent","Jacob","M","4","Klein","297.482","paid","Tampa-St. Petersburg-Clearwater, FL","954","Crack A Bottle","73"
"Bryan Adams","Layla","F","36","Griffin","201.1424","paid","Lake Havasu City-Kingman, AZ","984","Don't Ya Say It","24"
"Madonna","Lily","F","2","Burns","220.29016","free","New York-Newark-Jersey City, NY-NJ-PA","1036","Revolver [feat. Lil Wayne]","32"
"The Roots","Jacob","M","5","Klein","393.29914","paid","Tampa-St. Petersburg-Clearwater, FL","954","Grits","73"
"Nirvana","Layla","F","37","Griffin","186.48771","paid","Lake Havasu City-Kingman, AZ","984","Breed","24"
"Gino Vannelli","Layla","F","38","Griffin","198.73914","paid","Lake Havasu City-Kingman, AZ","984","People Gotta Move","24"
"The Roots / Wadud Ahmad","Jacob","M","6","Klein","170.70975","paid","Tampa-St. Petersburg-Clearwater, FL","954","Take It There","73"
"Coldplay","Layla","F","39","Griffin","298.762","paid","Lake Havasu City-Kingman, AZ","984","Shiver","24"
"LCD Soundsystem","Jacob","M","7","Klein","298.89261","paid","Tampa-St. Petersburg-Clearwater, FL","954","Tribulations","73"
"Cartel","Layla","F","40","Griffin","223.79057","paid","Lake Havasu City-Kingman, AZ","984","Luckie Street","24"
"Carter Burwell","Jacob","M","8","Klein","138.70975","paid","Tampa-St. Petersburg-Clearwater, FL","954","Bella's Lullaby (Twilight Soundtrack Version)","73"
"The Coral","Layla","F","41","Griffin","237.63546","paid","Lake Havasu City-Kingman, AZ","984","Fireflies","24"
"The Misfits","Jacob","M","9","Klein","112.06485","paid","Tampa-St. Petersburg-Clearwater, FL","954","Rat Fink","73"
"Jack Johnson","Jacob","M","10","Klein","215.40526","paid","Tampa-St. Petersburg-Clearwater, FL","954","Inaudible Melodies","73"
"RÃÂ¶yksopp","Layla","F","42","Griffin","210.99057","paid","Lake Havasu City-Kingman, AZ","984","In Space","24"
"Sounds from the Ground","Jacob","M","11","Klein","458.31791","paid","Tampa-St. Petersburg-Clearwater, FL","954","Where The Wild Things Were","73"
"Mantronix","Layla","F","43","Griffin","353.64526","paid","Lake Havasu City-Kingman, AZ","984","Ladies (Dub) (2005 Digital Remaster)","24"
"Death Cab for Cutie","Layla","F","44","Griffin","189.3873","paid","Lake Havasu City-Kingman, AZ","984","I Will Follow You into the Dark (Album Version)","24"
"Green Day","Jacob","M","12","Klein","256.02567","paid","Tampa-St. Petersburg-Clearwater, FL","954","Last Night On Earth [feat. Green Day & The Cast Of American Idiot] (Album Version)","73"
"Scooter","Layla","F","45","Griffin","347.19302","paid","Lake Havasu City-Kingman, AZ","984","Across The Sky","24"
"Bodo Wartke","Ryan","M","0","Smith","377.41669","free","San Jose-Sunnyvale-Santa Clara, CA","1039","Ich trau' mich nicht","26"
"Chris Classic","Jacob","M","13","Klein","180.61016","paid","Tampa-St. Petersburg-Clearwater, FL","954","Witch Doctor","73"
"Creedence Clearwater Revival","Jacob","M","14","Klein","135.52281","paid","Tampa-St. Petersburg-Clearwater, FL","954","Travelin' Band","73"
"LMFAO / Lil Jon","Layla","F","47","Griffin","222.17098","paid","Lake Havasu City-Kingman, AZ","984","Shots","24"
"Alison Moyet","Jacob","M","15","Klein","230.00771","paid","Tampa-St. Petersburg-Clearwater, FL","954","Love Resurrection","73"
"Amos Lee","Ryan","M","1","Smith","160.49587","free","San Jose-Sunnyvale-Santa Clara, CA","1039","Colors","26"
"Los Dynamite","Layla","F","48","Griffin","253.1522","paid","Lake Havasu City-Kingman, AZ","984","Smile","24"
"Alter Ego","Jacob","M","16","Klein","285.09995","paid","Tampa-St. Petersburg-Clearwater, FL","954","Rocker","73"
"Colossal","Layla","F","49","Griffin","206.99383","paid","Lake Havasu City-Kingman, AZ","984","Brave The Elements","24"
"Alice In Chains","Jacob","M","17","Klein","423.6273","paid","Tampa-St. Petersburg-Clearwater, FL","954","Over Now","73"
"Interpol","Layla","F","50","Griffin","299.72853","paid","Lake Havasu City-Kingman, AZ","984","Rest My Chemistry","24"
"BjÃÂ¶rk","Jacob","M","18","Klein","185.46893","paid","Tampa-St. Petersburg-Clearwater, FL","954","Cover Me","73"
"Death In Vegas","Layla","F","51","Griffin","270.23628","paid","Lake Havasu City-Kingman, AZ","984","Girls","24"
"Harmonia","Jacob","M","19","Klein","655.77751","paid","Tampa-St. Petersburg-Clearwater, FL","954","Sehr kosmisch","73"
"George Thorogood And The Destroyers","Layla","F","52","Griffin","238.34077","paid","Lake Havasu City-Kingman, AZ","984","Alley Oop (Live)","24"
"Jason Mraz","Layla","F","53","Griffin","337.97179","paid","Lake Havasu City-Kingman, AZ","984","A Beautiful Mess (Album Version)","24"
"Los Campesinos","Jacob","M","20","Klein","138.10893","paid","Tampa-St. Petersburg-Clearwater, FL","954","We throw parties_ you throw knives","73"
"Insane Clown Posse","Layla","F","54","Griffin","98.66404","paid","Lake Havasu City-Kingman, AZ","984","I Stab People","24"
"Joaquin Sabina","Layla","F","55","Griffin","223.86893","paid","Lake Havasu City-Kingman, AZ","984","Besos Con Sal","24"
"Justin Bieber","Jacob","M","21","Klein","229.0673","paid","Tampa-St. Petersburg-Clearwater, FL","954","One Less Lonely Girl","73"
"Green Day","Layla","F","56","Griffin","527.09832","paid","Lake Havasu City-Kingman, AZ","984","King For A Day/Shout (Live)","24"
"Saliva","Jacob","M","22","Klein","208.40444","paid","Tampa-St. Petersburg-Clearwater, FL","954","Doperide","73"
"John Mayer","Jacob","M","23","Klein","267.38893","paid","Tampa-St. Petersburg-Clearwater, FL","954","Why Georgia","73"
"Frightened Rabbit","Jacob","M","24","Klein","214.93506","paid","Tampa-St. Petersburg-Clearwater, FL","954","Set You Free","73"
"Righteous Brothers","Layla","F","57","Griffin","215.90159","paid","Lake Havasu City-Kingman, AZ","984","Unchained Melody","24"
"Umek vs Ramirez","Jacob","M","25","Klein","362.29179","paid","Tampa-St. Petersburg-Clearwater, FL","954","Hablando","73"
"Tinchy Stryder / Taio Cruz","Layla","F","58","Griffin","195.36934","paid","Lake Havasu City-Kingman, AZ","984","Take Me Back","24"
"PeterLicht","Layla","F","59","Griffin","306.80771","paid","Lake Havasu City-Kingman, AZ","984","Heiterkeit","24"
"Lanae' Hale","Walter","M","0","Frye","195.36934","free","San Francisco-Oakland-Hayward, CA","451","Beautiful Things","39"
"Eagles","Jacob","M","26","Klein","346.25261","paid","Tampa-St. Petersburg-Clearwater, FL","954","Frail Grasp On The Big Picture","73"
"Primus","Layla","F","60","Griffin","382.98077","paid","Lake Havasu City-Kingman, AZ","984","Over The Electric Grapevine","24"
"Cake","Jacob","M","27","Klein","164.25751","paid","Tampa-St. Petersburg-Clearwater, FL","954","Never There","73"
"Zero 7","Jacob","M","28","Klein","346.38322","paid","Tampa-St. Petersburg-Clearwater, FL","954","Milton At Midnight","73"
"Faithless","Layla","F","61","Griffin","218.04363","paid","Lake Havasu City-Kingman, AZ","984","Drifting Away","24"
"Saxon","Layla","F","62","Griffin","217.15546","paid","Lake Havasu City-Kingman, AZ","984","Redline (2009 Digital Remaster)","24"
"Elvis Costello & The Attractions","Jacob","M","29","Klein","168.64608","paid","Tampa-St. Petersburg-Clearwater, FL","954","Moods For Moderns","73"
"Lily Allen","Layla","F","63","Griffin","277.83791","paid","Lake Havasu City-Kingman, AZ","984","Everyone's At It","24"
"Dwight Yoakam","Jacob","M","30","Klein","239.3073","paid","Tampa-St. Petersburg-Clearwater, FL","954","You're The One","73"
"Keyshia Cole","Layla","F","64","Griffin","244.00934","paid","Lake Havasu City-Kingman, AZ","984","Work It Out","24"
"James","Jacob","M","31","Klein","219.89832","paid","Tampa-St. Petersburg-Clearwater, FL","954","She's A Star","73"
"Queen","Jacob","M","32","Klein","139.17995","paid","Tampa-St. Petersburg-Clearwater, FL","954","Who Wants To Live Forever (With Commentary)","73"
"Boz Scaggs","Layla","F","65","Griffin","319.03302","paid","Lake Havasu City-Kingman, AZ","984","Look What You've Done To Me","24"
"Sia","Jacob","M","33","Klein","208.61342","paid","Tampa-St. Petersburg-Clearwater, FL","954","Playground","73"
"Max Richter","Layla","F","66","Griffin","173.40036","paid","Lake Havasu City-Kingman, AZ","984","Arboretum","24"
"10cc","Jacob","M","34","Klein","300.40771","paid","Tampa-St. Petersburg-Clearwater, FL","954","Hotel","73"
"Silverstein","Layla","F","67","Griffin","193.90649","paid","Lake Havasu City-Kingman, AZ","984","Smile In Your Sleep (Album Version)","24"
"Combat 84","Jacob","M","35","Klein","121.0771","paid","Tampa-St. Petersburg-Clearwater, FL","954","Barry Prudom (Re-Mix)","73"
"Sanctus Real","Layla","F","69","Griffin","257.2273","paid","Lake Havasu City-Kingman, AZ","984","Lay Down My Guns","24"
"Pink Martini_Ari Shapiro","Jacob","M","36","Klein","180.1922","paid","Tampa-St. Petersburg-Clearwater, FL","954","But Now I'm Black","73"
"Dwight Yoakam","Jacob","M","37","Klein","239.3073","paid","Tampa-St. Petersburg-Clearwater, FL","954","You're The One","73"
"Jay-Z","Layla","F","70","Griffin","288.31302","paid","Lake Havasu City-Kingman, AZ","984","Ride Or Die","24"
"The Handsome Family","Jacob","M","38","Klein","287.65995","paid","Tampa-St. Petersburg-Clearwater, FL","954","The Woman Downstairs","73"
"Hellogoodbye","Layla","F","71","Griffin","176.56118","paid","Lake Havasu City-Kingman, AZ","984","All Of Your Love","24"
"Janet Jackson","Layla","F","72","Griffin","260.88444","paid","Lake Havasu City-Kingman, AZ","984","Because Of Love","24"
